code,name,pinyin,pinyin_full,market
00645,安域亚洲,ayyz,anyuyazhou,港股
00646,中国环保科技,zghbkj,zhongguohuanbaokeji,港股
00648,京玖康疗,jjkl,jingjiukangliao,港股
00650,普达特科技,pdtkj,pudatekeji,港股
00653,卓悦控股,zykg,zhuoyuekonggu,港股
00655,香港华人有限公司,xghryxgs,xiangganghuarenyouxiangongsi,港股
00656,复星国际,fxgj,fuxingguoji,港股
00657,环科国际,hkgj,huankeguoji,港股
00658,中国高速传动,zggscd,zhongguogaosuchuandong,港股
00659,周大福创建,zdfcj,zhoudafuchuangjian,港股
00660,玮俊生物科技,wjswkj,weijunshengwukeji,港股
00661,中国大冶有色金属,zgdyysjs,zhongguodayeyousejinshu,港股
00662,亚洲金融,yzjr,yazhoujinrong,港股
00664,铜师傅,tsf,tongshifu,港股
00666,瑞浦兰钧,rplj,ruipulanjun,港股
00667,中国东方教育,zgdfjy,zhongguodongfangjiaoyu,港股
00669,创科实业,cksy,chuangkeshiye,港股
00670,中国东方航空股份,zgdfhkgf,zhongguodongfanghangkonggufen,港股
00672,众安集团,zajt,zhonganjituan,港股
00673,中国卫生集团,zgwsjt,zhongguoweishengjituan,港股
00674,中国唐商,zgts,zhongguotangshang,港股
00675,坚宝国际,jbgj,jianbaoguoji,港股
00676,创信国际,cxgj,chuangxinguoji,港股
00677,金源发展国际实业,jyfzgjsy,jinyuanfazhanguojishiye,港股
00679,亚洲联网科技,yzlwkj,yazhoulianwangkeji,港股
00681,中民控股,zmkg,zhongminkonggu,港股
00682,超大现代,cdxd,chaodaxiandai,港股
00683,嘉里建设,jljs,jialijianshe,港股
00684,亚伦国际,ylgj,yalunguoji,港股
00685,世界华文媒体,sjhwmt,shijiehuawenmeiti,港股
00686,北京能源国际,bjnygj,beijingnengyuanguoji,港股
00687,泰升集团,tsjt,taishengjituan,港股
00688,中国海外发展,zghwfz,zhongguohaiwaifazhan,港股
00689,长盈集团（控股）,zyjt（kg）,zhangyingjituan（konggu）,港股
00690,联康生物科技集团,lkswkjjt,liankangshengwukejijituan,港股
00691,山水水泥,sssn,shanshuishuini,港股
00693,陈唱国际,ccgj,chenchangguoji,港股
00694,北京首都机场股份,bjsdjcgf,beijingshoudujichanggufen,港股
00695,东吴水泥,dwsn,dongwushuini,港股
00696,中国民航信息网络,zgmhxxwl,zhongguominhangxinxiwangluo,港股
00697,首程控股,sckg,shouchengkonggu,港股
00698,通达集团,tdjt,tongdajituan,港股
00699,均胜电子,jsdz,junshengdianzi,港股
00700,腾讯控股,txkg,tengxunkonggu,港股
00701,CNT GROUP,cnt group,cnt group,港股
00702,中国油气控股,zgyqkg,zhongguoyouqikonggu,港股
00703,FUTURE BRIGHT,future bright,future bright,港股
00704,和嘉控股,hjkg,hejiakonggu,港股
00707,亚洲电视控股,yzdskg,yazhoudianshikonggu,港股
00708,恒大汽车,hdqc,hengdaqiche,港股
00709,佐丹奴国际,zdngj,zuodannuguoji,港股
00710,京东方精电,jdfjd,jingdongfangjingdian,港股
00711,亚洲联合基建控股,yzlhjjkg,yazhoulianhejijiankonggu,港股
00712,卡姆丹克太阳能,kmdktyn,kamudanketaiyangneng,港股
00713,世界（集团）,sj（jt）,shijie（jituan）,港股
00716,胜狮货柜,sshg,shengshihuogui,港股
00717,英皇资本,yhzb,yinghuangziben,港股
00718,太和控股,thkg,taihekonggu,港股
00719,山东新华制药股份,sdxhzygf,shandongxinhuazhiyaogufen,港股
00720,意达利控股,ydlkg,yidalikonggu,港股
00721,中国金融国际,zgjrgj,zhongguojinrongguoji,港股
00722,联合医务,lhyw,lianheyiwu,港股
00723,信保环球控股,xbhqkg,xinbaohuanqiukonggu,港股
00724,瑞鑫国际集团,rxgjjt,ruixinguojijituan,港股
00725,恒都集团,hdjt,hengdoujituan,港股
00726,筑友智造科技,zyzzkj,zhuyouzhizaokeji,港股
00727,皇冠环球集团,hghqjt,huangguanhuanqiujituan,港股
00728,中国电信,zgdx,zhongguodianxin,港股
00730,首惠产业金融,shcyjr,shouhuichanyejinrong,港股
00731,建发新胜,jfxs,jianfaxinsheng,港股
00732,信利国际,xlgj,xinliguoji,港股
00733,合富辉煌,hfhh,hefuhuihuang,港股
00736,中国置业投资,zgzytz,zhongguozhiyetouzi,港股
00737,湾区发展,wqfz,wanqufazhan,港股
00738,莱尔斯丹,lesd,laiersidan,港股
00743,亚洲水泥（中国）,yzsn（zg）,yazhoushuini（zhongguo）,港股
00745,中国国家文化产业,zggjwhcy,zhongguoguojiawenhuachanye,港股
00746,理文化工,lwhg,liwenhuagong,港股
00747,渖阳公用发展股份,sygyfzgf,shenyanggongyongfazhangufen,港股
00750,水发兴业能源,sfxyny,shuifaxingyenengyuan,港股
00751,创维集团,cwjt,chuangweijituan,港股
00752,PICO FAR EAST,pico far east,pico far east,港股
00753,中国国航,zggh,zhongguoguohang,港股
00754,合生创展集团,hsczjt,heshengchuangzhanjituan,港股
00755,大方广瑞德,dfgrd,dafangguangruide,港股
00756,森美控股,smkg,senmeikonggu,港股
00757,阳光能源,ygny,yangguangnengyuan,港股
00759,CEC INT'L HOLD,cec int'l hold,cec int'l hold,港股
00760,新天地产集团,xtdcjt,xintiandichanjituan,港股
00762,中国联通,zglt,zhongguoliantong,港股
00763,中兴通讯,zxtx,zhongxingtongxun,港股
00764,永恒策略,yhcl,yonghengcelve,港股
00765,PERFECTECH INTL,perfectech intl,perfectech intl,港股
00767,中基长寿科学,zjcskx,zhongjichangshoukexue,港股
00768,开明投资,kmtz,kaimingtouzi,港股
00769,中国稀土,zgxt,zhongguoxitu,港股
00770,SHANGHAI GROWTH,shanghai growth,shanghai growth,港股
00771,自动系统,zdxt,zidongxitong,港股
00772,阅文集团,ywjt,yuewenjituan,港股
00775,长江生命科技,cjsmkj,changjiangshengmingkeji,港股
00776,帝国科技集团,dgkjjt,diguokejijituan,港股
00777,网龙,wl,wanglong,港股
00780,同程旅行,tclx,tongchenglvxing,港股
00784,凌锐控股,lrkg,lingruikonggu,港股
00788,中国铁塔,zgtt,zhongguotieta,港股
00789,雅天妮集团,ytnjt,yatiannijituan,港股
00794,锦胜集团（控股）,jsjt（kg）,jinshengjituan（konggu）,港股
00797,第七大道,dqdd,diqidadao,港股
00798,中电光谷,zdgg,zhongdianguanggu,港股
00799,IGG,igg,igg,港股
00800,文远知行－Ｗ,wyzx－ｗ,wenyuanzhixing－ｗ,港股
00804,鼎石资本,dszb,dingshiziben,港股
00805,新吉奥房车,xjafc,xinjiaofangche,港股
00806,惠理集团,hljt,huilijituan,港股
00807,上海实业环境,shsyhj,shanghaishiyehuanjing,港股
00809,大成生化科技,dcshkj,dachengshenghuakeji,港股
00810,中国铸晨８１,zgzc８１,zhongguozhuchen８１,港股
00811,新华文轩,xhwx,xinhuawenxuan,港股
00813,世茂集团,smjt,shimaojituan,港股
00814,北京京客隆,bjjkl,beijingjingkelong,港股
00815,中国白银集团,zgbyjt,zhongguobaiyinjituan,港股
00816,金茂服务,jmfw,jinmaofuwu,港股
00817,中国金茂,zgjm,zhongguojinmao,港股
00818,高阳科技,gykj,gaoyangkeji,港股
00819,天能动力,tndl,tiannengdongli,港股
00821,汇盈控股,hykg,huiyingkonggu,港股
00822,嘉瑞国际,jrgj,jiaruiguoji,港股
00825,新世界百货中国,xsjbhzg,xinshijiebaihuozhongguo,港股
00826,天工国际,tggj,tiangongguoji,港股
00827,玖源集团,jyjt,jiuyuanjituan,港股
00828,王朝酒业,wcjy,wangchaojiuye,港股
00829,神冠控股,sgkg,shenguankonggu,港股
00830,中国建筑兴业,zgjzxy,zhongguojianzhuxingye,港股
00831,利亚零售,lyls,liyalingshou,港股
00832,建业地产,jydc,jianyedichan,港股
00833,华讯,hx,huaxun,港股
00834,康大食品,kdsp,kangdashipin,港股
00836,华润电力,hrdl,huarundianli,港股
00837,谭木匠,tmj,tanmujiang,港股
00838,亿和控股,yhkg,yihekonggu,港股
00839,中教控股,zjkg,zhongjiaokonggu,港股
00840,天业节水,tyjs,tianyejieshui,港股
00841,木薯资源,mszy,mushuziyuan,港股
00842,理士国际,lsgj,lishiguoji,港股
00844,广泰国际控股,gtgjkg,guangtaiguojikonggu,港股
00845,恒盛地产,hsdc,hengshengdichan,港股
00846,明发集团,mfjt,mingfajituan,港股
00848,茂业国际,mygj,maoyeguoji,港股
00851,盛源控股,sykg,shengyuankonggu,港股
00852,海峡石油化工,hxsyhg,haixiashiyouhuagong,港股
00853,微创医疗,wcyl,weichuangyiliao,港股
00854,威雅利,wyl,weiyali,港股
00855,中国水务,zgsw,zhongguoshuiwu,港股
00856,伟仕佳杰,wsjj,weishijiajie,港股
00857,中国石油股份,zgsygf,zhongguoshiyougufen,港股
00858,精优药业,jyyy,jingyouyaoye,港股
00859,中昌国际控股,zcgjkg,zhongchangguojikonggu,港股
00860,ＡＰＯＬＬＯ出行,ａｐｏｌｌｏcx,ａｐｏｌｌｏchuxing,港股
00861,神州控股,szkg,shenzhoukonggu,港股
00862,远见控股,yjkg,yuanjiankonggu,港股
00863,ＯＳＬ集团,ｏｓｌjt,ｏｓｌjituan,港股
00864,永利地产发展,yldcfz,yonglidichanfazhan,港股
00865,建德国际控股,jdgjkg,jiandeguojikonggu,港股
00866,中国秦发,zgqf,zhongguoqinfa,港股
00867,康哲药业,kzyy,kangzheyaoye,港股
00868,信义玻璃,xybl,xinyiboli,港股
00869,彩星玩具,cxwj,caixingwanju,港股
00871,中国疏浚环保,zgsjhb,zhongguoshujunhuanbao,港股
00873,世茂服务,smfw,shimaofuwu,港股
00874,白云山,bys,baiyunshan,港股
00875,从玉智农,cyzn,congyuzhinong,港股
00876,佳兆业健康,jzyjk,jiazhaoyejiankang,港股
00878,金朝阳集团,jzyjt,jinzhaoyangjituan,港股
00880,澳博控股,abkg,aobokonggu,港股
00881,中升控股,zskg,zhongshengkonggu,港股
00882,天津发展,tjfz,tianjinfazhan,港股
00883,中国海洋石油,zghysy,zhongguohaiyangshiyou,港股
00884,旭辉控股集团,xhkgjt,xuhuikonggujituan,港股
00887,英皇钟表珠宝,yhzbzb,yinghuangzhongbiaozhubao,港股
00888,链信控股,lxkg,lianxinkonggu,港股
00889,连达科技控股,ldkjkg,liandakejikonggu,港股
00893,中国铁钛,zgtt,zhongguotietai,港股
00894,万裕科技,wykj,wanyukeji,港股
00895,东江环保,djhb,dongjianghuanbao,港股
00896,兴胜创建,xscj,xingshengchuangjian,港股
00897,位元堂,wyt,weiyuantang,港股
00898,万事昌国际,wscgj,wanshichangguoji,港股
00899,中加国信,zjgx,zhongjiaguoxin,港股
00900,AEON CREDIT,aeon credit,aeon credit,港股
00902,华能国际电力股份,hngjdlgf,huanengguojidianligufen,港股
00905,胡桃资本,htzb,hutaoziben,港股
00907,高雅光学,gygx,gaoyaguangxue,港股
00909,明源云,myy,mingyuanyun,港股
00910,中国三迪,zgsd,zhongguosandi,港股
00911,前海健康,qhjk,qianhaijiankang,港股
00912,信佳国际,xjgj,xinjiaguoji,港股
00913,港湾数字,gwsz,gangwanshuzi,港股
00914,海螺水泥,hlsn,hailuoshuini,港股
00915,道和环球,dhhq,daohehuanqiu,港股
00916,龙源电力,lydl,longyuandianli,港股
00917,趣致集团,qzjt,quzhijituan,港股
00918,龙翼航空科技,lyhkkj,longyihangkongkeji,港股
00919,现代健康科技,xdjkkj,xiandaijiankangkeji,港股
00921,海信家电,hxjd,haixinjiadian,港股
00922,安贤园中国,axyzg,anxianyuanzhongguo,港股
00923,综合环保集团,zhhbjt,zonghehuanbaojituan,港股
00924,坤集团,kjt,kunjituan,港股
00926,碧生源,bsy,bishengyuan,港股
00927,富士高实业,fsgsy,fushigaoshiye,港股
00928,帝王国际投资,dwgjtz,diwangguojitouzi,港股
00929,国际精密,gjjm,guojijingmi,港股
00931,中国港能,zggn,zhongguogangneng,港股
00932,顺腾国际控股,stgjkg,shuntengguojikonggu,港股
00933,非凡领越,ffly,feifanlingyue,港股
00934,中石化冠德,zshgd,zhongshihuaguande,港股
00936,佳兆业资本,jzyzb,jiazhaoyeziben,港股
00938,民生国际,msgj,minshengguoji,港股
00939,建设银行,jsyh,jiansheyinhang,港股
00941,中国移动,zgyd,zhongguoyidong,港股
00943,中证国际,zzgj,zhongzhengguoji,港股
00945,宏利金融－Ｓ,hljr－ｓ,honglijinrong－ｓ,港股
00947,摩比发展,mbfz,mobifazhan,港股
00948,阿尔法企业,aefqy,aerfaqiye,港股
00950,李氏大药厂,lsdyc,lishidayaochang,港股
00951,超威动力,cwdl,chaoweidongli,港股
00952,华富建业金融,hfjyjr,huafujianyejinrong,港股
00953,邵氏兄弟控股,ssxdkg,shaoshixiongdikonggu,港股
00954,常茂生物,cmsw,changmaoshengwu,港股
00956,新天绿色能源,xtlsny,xintianlvsenengyuan,港股
00959,世纪娱乐国际,sjylgj,shijiyuleguoji,港股
00960,龙湖集团,lhjt,longhujituan,港股
00966,中国太平,zgtp,zhongguotaiping,港股
00968,信义光能,xygn,xinyiguangneng,港股
00969,华联国际,hlgj,hualianguoji,港股
00970,新耀莱,xyl,xinyaolai,港股
00974,中国顺客隆,zgskl,zhongguoshunkelong,港股
00975,MONGOL MINING,mongol mining,mongol mining,港股
00976,齐合环保,qhhb,qihehuanbao,港股
00978,招商局置地,zsjzd,zhaoshangjuzhidi,港股
00979,绿色能源科技集团,lsnykjjt,lvsenengyuankejijituan,港股
00980,联华超市,lhcs,lianhuachaoshi,港股
00981,中芯国际,zxgj,zhongxinguoji,港股
00983,瑞安建业,rajy,ruianjianye,港股
00984,永旺,yw,yongwang,港股
00986,杜甫酒业集团,dfjyjt,dufujiuyejituan,港股
00987,中国再生能源投资,zgzsnytz,zhongguozaishengnengyuantouzi,港股
00989,中国长白山国际,zgcbsgj,zhongguochangbaishanguoji,港股
00990,至源控股,zykg,zhiyuankonggu,港股
00991,大唐发电,dtfd,datangfadian,港股
00992,联想集团,lxjt,lianxiangjituan,港股
00993,信控国际资本,xkgjzb,xinkongguojiziben,港股
00994,中天宏信,zthx,zhongtianhongxin,港股
00995,安徽皖通高速公路,ahwtgsgl,anhuiwantonggaosugonglu,港股
00997,普汇中金国际,phzjgj,puhuizhongjinguoji,港股
00998,中信银行,zxyh,zhongxinyinhang,港股
00999,小菜园,xcy,xiaocaiyuan,港股
01000,北青传媒,bqcm,beiqingchuanmei,港股
01001,沪港联合,hglh,huganglianhe,港股
01002,威铖国际,wcgj,weichengguoji,港股
01003,欢喜传媒,hxcm,huanxichuanmei,港股
01004,中国智慧能源,zgzhny,zhongguozhihuinengyuan,港股
01005,MATRIX HOLDINGS,matrix holdings,matrix holdings,港股
01007,龙辉国际控股,lhgjkg,longhuiguojikonggu,港股
01008,力图控股,ltkg,litukonggu,港股
01009,国际娱乐,gjyl,guojiyule,港股
01010,天玺曜１１,txy１１,tianxiyao１１,港股
01011,泰凌医药,tlyy,tailingyiyao,港股
01013,伟俊集团控股,wjjtkg,weijunjituankonggu,港股
01020,中细软科技,zxrkj,zhongxiruankeji,港股
01021,华沿机器人,hyjqr,huayanjiqiren,港股
01022,飞鱼科技,fykj,feiyukeji,港股
01023,时代集团控股,sdjtkg,shidaijituankonggu,港股
01024,快手－Ｗ,ks－ｗ,kuaishou－ｗ,港股
01025,嘉艺控股,jykg,jiayikonggu,港股
01026,环球实业科技,hqsykj,huanqiushiyekeji,港股
01027,亚洲策略科技,yzclkj,yazhoucelvekeji,港股
01028,千百度,qbd,qianbaidu,港股
01029,铁货,th,tiehuo,港股
01030,新城发展,xcfz,xinchengfazhan,港股
01033,中石化油服,zshyf,zhongshihuayoufu,港股
01036,万科海外,wkhw,wankehaiwai,港股
01037,云智汇科技,yzhkj,yunzhihuikeji,港股
01038,长江基建集团,cjjjjt,changjiangjijianjituan,港股
01039,畅由国际集团,cygjjt,changyouguojijituan,港股
01044,恒安国际,hagj,henganguoji,港股
01045,亚太卫星,ytwx,yataiweixing,港股
01046,寰宇娱乐文化,hyylwh,huanyuyulewenhua,港股
01047,毅兴行,yxx,yixingxing,港股
01049,时富投资,sftz,shifutouzi,港股
01050,嘉利国际,jlgj,jialiguoji,港股
01051,国际资源,gjzy,guojiziyuan,港股
01052,越秀交通基建,yxjtjj,yuexiujiaotongjijian,港股
01053,重庆钢铁股份,cqgtgf,chongqinggangtiegufen,港股
01055,中国南方航空股份,zgnfhkgf,zhongguonanfanghangkonggufen,港股
01057,浙江世宝,zjsb,zhejiangshibao,港股
01058,南粤控股,nykg,nanyuekonggu,港股
01059,看通集团,ktjt,kantongjituan,港股
01060,大麦娱乐,dmyl,damaiyule,港股
01061,亿胜生物科技,ysswkj,yishengshengwukeji,港股
01062,国开国际投资,gkgjtz,guokaiguojitouzi,港股
01063,新确科技,xqkj,xinquekeji,港股
01064,中华国际,zhgj,zhonghuaguoji,港股
01065,天津创业环保股份,tjcyhbgf,tianjinchuangyehuanbaogufen,港股
01066,威高股份,wggf,weigaogufen,港股
01068,雨润食品,yrsp,yurunshipin,港股
01069,中国健康科技集团,zgjkkjjt,zhongguojiankangkejijituan,港股
01070,ＴＣＬ电子,ｔｃｌdz,ｔｃｌdianzi,港股
01071,华电国际电力股份,hdgjdlgf,huadianguojidianligufen,港股
01072,东方电气,dfdq,dongfangdianqi,港股
01073,大禹金融,dyjr,dayujinrong,港股
01075,首都信息,sdxx,shouduxinxi,港股
01079,松景科技,sjkj,songjingkeji,港股
01080,胜利管道,slgd,shengliguandao,港股
01082,源宇宙教育,yyzjy,yuanyuzhoujiaoyu,港股
01083,港华智慧能源,ghzhny,ganghuazhihuinengyuan,港股
01084,绿新生物科技,lxswkj,lvxinshengwukeji,港股
01085,亨鑫科技,hxkj,hengxinkeji,港股
01086,好孩子国际,hhzgj,haohaiziguoji,港股
01087,威讯控股,wxkg,weixunkonggu,港股
01088,中国神华,zgsh,zhongguoshenhua,港股
01090,大明国际,dmgj,damingguoji,港股
01091,南方锰业,nfmy,nanfangmengye,港股
01093,石药集团,syjt,shiyaojituan,港股
01094,承辉国际,chgj,chenghuiguoji,港股
01097,有线宽频,yxkp,youxiankuanpin,港股
01098,路劲,lj,lujin,港股
01099,国药控股,gykg,guoyaokonggu,港股
01100,飞达控股,fdkg,feidakonggu,港股
01101,华荣能源,hrny,huarongnengyuan,港股
01102,环能国际,hngj,huannengguoji,港股
01104,亚太资源,ytzy,yataiziyuan,港股
01105,星岛,xd,xingdao,港股
01107,当代置业,ddzy,dangdaizhiye,港股
01108,凯盛新能,ksxn,kaishengxinneng,港股
01109,华润置地,hrzd,huarunzhidi,港股
01110,金活医药集团,jhyyjt,jinhuoyiyaojituan,港股
01111,华视集团控股,hsjtkg,huashijituankonggu,港股
01112,Ｈ＆Ｈ国际控股,ｈ＆ｈgjkg,ｈ＆ｈguojikonggu,港股
01113,长实集团,zsjt,zhangshijituan,港股
01114,BRILLIANCE CHI,brilliance chi,brilliance chi,港股
01115,５１００藏冰川,５１００cbc,５１００cangbingchuan,港股
01116,慧源同创科技,hytckj,huiyuantongchuangkeji,港股
01117,现代牧业,xdmy,xiandaimuye,港股
01118,高力集团,gljt,gaolijituan,港股
01119,创梦天地,cmtd,chuangmengtiandi,港股
01120,雅视光学,ysgx,yashiguangxue,港股
01121,金阳新能源,jyxny,jinyangxinnengyuan,港股
01122,庆铃汽车股份,qlqcgf,qinglingqichegufen,港股
01123,中港照相,zgzx,zhonggangzhaoxiang,港股
01124,沿海家园,yhjy,yanhaijiayuan,港股
01125,丽丰控股,lfkg,lifengkonggu,港股
01126,德林国际,dlgj,delinguoji,港股
01127,狮子山集团,szsjt,shizishanjituan,港股
01128,永利澳门,ylam,yongliaomen,港股
01129,中国水业集团,zgsyjt,zhongguoshuiyejituan,港股
01130,中国环境资源,zghjzy,zhongguohuanjingziyuan,港股
01132,橙天嘉禾,ctjh,chengtianjiahe,港股
01133,哈尔滨电气,hebdq,haerbindianqi,港股
01134,恒发光学,hfgx,hengfaguangxue,港股
01137,香港科技探索,xgkjts,xianggangkejitansuo,港股
01138,中远海能,zyhn,zhongyuanhaineng,港股
01140,华科智能投资,hkzntz,huakezhinengtouzi,港股
01141,民银资本,myzb,minyinziben,港股
01142,能源及能量环球,nyjnlhq,nengyuanjinenglianghuanqiu,港股
01143,中国储能科技发展,zgcnkjfz,zhongguochunengkejifazhan,港股
01145,勇利投资,yltz,yonglitouzi,港股
01146,汇成国际控股,hcgjkg,huichengguojikonggu,港股
01147,伊登软件,ydrj,yidengruanjian,港股
01148,新晨动力,xcdl,xinchendongli,港股
01150,米兰站,mlz,milanzhan,港股
01152,正乾金融控股,zqjrkg,zhengqianjinrongkonggu,港股
01153,佳源服务,jyfw,jiayuanfuwu,港股
01156,CHINANEWENERGY,chinanewenergy,chinanewenergy,港股
01157,中联重科,zlzk,zhonglianzhongke,港股
01159,智数科技集团,zskjjt,zhishukejijituan,港股
01160,金石资本集团,jszbjt,jinshizibenjituan,港股
01161,奥思集团,asjt,aosijituan,港股
01162,莹岚集团,yljt,yinglanjituan,港股
01163,虎视传媒,hscm,hushichuanmei,港股
01164,中广核矿业,zghky,zhongguanghekuangye,港股
01165,顺风清洁能源,sfqjny,shunfengqingjienengyuan,港股
01166,星凯控股,xkkg,xingkaikonggu,港股
01167,加科思－Ｂ,jks－ｂ,jiakesi－ｂ,港股
01168,Z FIN,z fin,z fin,港股
01170,信星集团,xxjt,xinxingjituan,港股
01171,兖矿能源,ykny,yankuangnengyuan,港股
01172,融太集团,rtjt,rongtaijituan,港股
01173,威高国际,wggj,weigaoguoji,港股
01176,珠光控股,zgkg,zhuguangkonggu,港股
01177,中国生物制药,zgswzy,zhongguoshengwuzhiyao,港股
01179,华住集团－Ｓ,hzjt－ｓ,huazhujituan－ｓ,港股
01180,汇彩控股,hckg,huicaikonggu,港股
01181,唐宫中国,tgzg,tanggongzhongguo,港股
01182,胜龙国际,slgj,shenglongguoji,港股
01183,澳能建设,anjs,aonengjianshe,港股
01184,S.A.S. DRAGON,s.a.s. dragon,s.a.s. dragon,港股
01186,中国铁建,zgtj,zhongguotiejian,港股
01187,可孚医疗,kfyl,kefuyiliao,港股
01188,正道集团,zdjt,zhengdaojituan,港股
01193,华润燃气,hrrq,huarunranqi,港股
01195,京维集团,jwjt,jingweijituan,港股
01196,伟禄集团,wljt,weilujituan,港股
01198,皇朝家居,hcjj,huangchaojiaju,港股
01199,中远海运港口,zyhygk,zhongyuanhaiyungangkou,港股
01200,美联集团,mljt,meilianjituan,港股
01201,天臣控股,tckg,tianchenkonggu,港股
01202,四威科技,swkj,siweikeji,港股
01203,广南（集团）,gn（jt）,guangnan（jituan）,港股
01204,博维智慧,bwzh,boweizhihui,港股
01205,中信资源,zxzy,zhongxinziyuan,港股
01206,同方泰德,tftd,tongfangtaide,港股
01208,五矿资源,wkzy,wukuangziyuan,港股
01209,华润万象生活,hrwxsh,huarunwanxiangshenghuo,港股
01211,比亚迪股份,bydgf,biyadigufen,港股
01213,万保刚集团,wbgjt,wanbaogangjituan,港股
01215,开源控股,kykg,kaiyuankonggu,港股
01216,中原银行,zyyh,zhongyuanyinhang,港股
01217,中国创新投资,zgcxtz,zhongguochuangxintouzi,港股
01218,永义国际,yygj,yongyiguoji,港股
01220,志道国际,zdgj,zhidaoguoji,港股
01221,SINO HOTELS,sino hotels,sino hotels,港股
01222,WANG ON GROUP,wang on group,wang on group,港股
01223,新沣集团,xfjt,xinfengjituan,港股
01224,中渝置地,zyzd,zhongyuzhidi,港股
01225,隆成金融,lcjr,longchengjinrong,港股
01226,中国投融资,zgtrz,zhongguotourongzi,港股
01228,北海康成－Ｂ,bhkc－ｂ,beihaikangcheng－ｂ,港股
01229,南南资源,nnzy,nannanziyuan,港股
01231,新矿资源,xkzy,xinkuangziyuan,港股
01232,金轮天地控股,jltdkg,jinluntiandikonggu,港股
01233,时代中国控股,sdzgkg,shidaizhongguokonggu,港股
01234,中国利郎,zgll,zhongguolilang,港股
01235,专业旅运,zyly,zhuanyelvyun,港股
01236,乐动机器人,ldjqr,ledongjiqiren,港股
01237,中科生物,zksw,zhongkeshengwu,港股
01238,宝龙地产,bldc,baolongdichan,港股
01239,TEAMWAY INTL GP,teamway intl gp,teamway intl gp,港股
01240,青建国际,qjgj,qingjianguoji,港股
01241,双桦控股,shkg,shuanghuakonggu,港股
01243,宏安地产,hadc,hongandichan,港股
01244,思路迪医药股份,sldyygf,siludiyiyaogufen,港股
01245,NIRAKU,niraku,niraku,港股
01246,保集健康,bjjk,baojijiankang,港股
01247,米格国际控股,mggjkg,migeguojikonggu,港股
01250,山高新能源,sgxny,shangaoxinnengyuan,港股
01251,华油能源,hyny,huayounengyuan,港股
01252,中国天瑞水泥,zgtrsn,zhongguotianruishuini,港股
01253,绿博生态,lbst,lvboshengtai,港股
01255,ＴＡＴＡ健康,ｔａｔａjk,ｔａｔａjiankang,港股
01257,中国光大绿色环保,zggdlshb,zhongguoguangdalvsehuanbao,港股
01258,中国有色矿业,zgysky,zhongguoyousekuangye,港股
01259,未来发展控股,wlfzkg,weilaifazhankonggu,港股
01260,皓天财经集团,htcjjt,haotiancaijingjituan,港股
01262,蜡笔小新食品,lbxxsp,labixiaoxinshipin,港股
01265,天津津燃公用,tjjrgy,tianjinjinrangongyong,港股
01268,美东汽车,mdqc,meidongqiche,港股
01269,首控集团,skjt,shoukongjituan,港股
01270,朗廷－ＳＳ,lt－ｓｓ,langting－ｓｓ,港股
01271,佳明集团控股,jmjtkg,jiamingjituankonggu,港股
01272,大唐环境,dthj,datanghuanjing,港股
01273,香港信贷,xgxd,xianggangxindai,港股
01274,知行科技,zxkj,zhixingkeji,港股
01276,恒瑞医药,hryy,hengruiyiyao,港股
01277,力量发展,llfz,liliangfazhan,港股
01278,中国新城镇,zgxcz,zhongguoxinchengzhen,港股
01280,奇点国峰,qdgf,qidianguofeng,港股
01281,鑫达投资控股,xdtzkg,xindatouzikonggu,港股
01282,中泽丰,zzf,zhongzefeng,港股
01283,高陞集团控股,gsjtkg,gaoshengjituankonggu,港股
01284,新传企划,xcqh,xinchuanqihua,港股
01285,嘉士利集团,jsljt,jiashilijituan,港股
01286,鹰普精密,ypjm,yingpujingmi,港股
01288,农业银行,nyyh,nongyeyinhang,港股
01289,盛力达科技,sldkj,shenglidakeji,港股
01290,中国汇融,zghr,zhongguohuirong,港股
01292,长安民生物流,camswl,changanminshengwuliu,港股
01293,广汇宝信,ghbx,guanghuibaoxin,港股
01298,云能国际,yngj,yunnengguoji,港股
01299,友邦保险,ybbx,youbangbaoxian,港股
01300,俊知集团,jzjt,junzhijituan,港股
01301,德基科技控股,djkjkg,dejikejikonggu,港股
01302,先健科技,xjkj,xianjiankeji,港股
01303,汇力资源,hlzy,huiliziyuan,港股
01304,FORTIOR,fortior,fortior,港股
01305,伟志控股,wzkg,weizhikonggu,港股
01308,海丰国际,hfgj,haifengguoji,港股
01310,香港宽频,xgkp,xianggangkuanpin,港股
01312,华控康泰,hkkt,huakongkangtai,港股
01313,华润建材科技,hrjckj,huarunjiancaikeji,港股
01314,翠华控股,chkg,cuihuakonggu,港股
01315,绿色经济,lsjj,lvsejingji,港股
01316,耐世特,nst,naishite,港股
01317,枫叶教育,fyjy,fengyejiaoyu,港股
01318,毛戈平,mgp,maogeping,港股
01319,霭华押业信贷,ahyyxd,aihuayayexindai,港股
01321,中国新城市,zgxcs,zhongguoxinchengshi,港股
01323,华盛国际控股,hsgjkg,huashengguojikonggu,港股
01326,传递娱乐,cdyl,chuandiyule,港股
01327,励时集团,lsjt,lishijituan,港股
01328,金涌投资,jytz,jinyongtouzi,港股
01330,绿色动力环保,lsdlhb,lvsedonglihuanbao,港股
01332,透云生物,tysw,touyunshengwu,港股
01333,博雷顿,bld,boleidun,港股
01334,瑞昌国际控股,rcgjkg,ruichangguojikonggu,港股
